timestamp_utc,send_method,cu_limit,cu_price_micro_lamports,priority_fee_lamports,fee_cap_lamports,recent_fee_min,recent_fee_median,recent_fee_p90,recent_fee_max,recent_tps,recent_slots_per_second,message_size_bytes,instruction_count,account_count,writable_account_count,landed_within_1_slots,landed_within_2_slots,landed_within_3_slots,latency_ms,slot_delta,confirmation_status,rpc_status_has_error,signature,sent_slot,landed_slot
2026-04-15T19:00:40.012955+00:00,rpc,160000,1,1,5,0.0,0.0,0.0,0.0,3221.713333333333,2.5225,237,3,3,1,0,0,1,1282.0000000000107,3.0,confirmed,0,gjbu8q4mrDvG7Do3NHWDWzXqn99Td1joMQznxN7Ev3Pk6zUQmkp4CUD7yTKeYz9XMiNKi33osTzvhxKkrWg6u8H,413442239,413442242.0
2026-04-15T19:00:43.209582+00:00,rpc,200000,1,1,5,0.0,0.0,0.0,0.0,3247.8533333333335,2.5225,237,3,3,1,0,0,1,1328.000000000003,3.0,confirmed,0,nDV3bRcsWUPhApt2hpZUXr4btcZx5x6ekRYhExhVRqUjYQoQMQgiQAgDSr2zL5mpF3gWq1Uv4dwurELbfYamKfS,413442248,413442251.0
2026-04-15T19:00:46.487495+00:00,rpc,160000,1,1,5,0.0,0.0,0.0,0.0,3247.8533333333335,2.5225,237,3,3,1,0,0,0,2266.0000000000196,4.0,confirmed,0,5YcLpAW78TJbhWKJq5QJoGVoH355Rb6hb7SDtcisi4goJsptgszd4skTNjnS7VAxBfiFe5etME3VGufCz7zBWqC2,413442257,413442261.0
2026-04-15T19:00:50.656792+00:00,rpc,300000,1,1,5,0.0,0.0,0.0,0.0,3247.8533333333335,2.5225,237,3,3,1,0,0,1,1375.0,3.0,confirmed,0,2yxsGVi1RsAV1bX47qytetFNjE3f8gtuYC7dN5QznSuKpUC3zVA4TXCdQM145cQvMLngkceDw36sHQp1AF4XpgVT,413442267,413442270.0
2026-04-15T19:00:53.910255+00:00,rpc,250000,1,1,5,0.0,0.0,0.0,0.0,3247.8533333333335,2.5225,237,3,3,1,0,1,1,1311.9999999999834,2.0,confirmed,0,MfEppmNEwkXLKYSPWZvHYcyYPbkfJzb3zmSoCX1w6WFHrcibjBvi83VKobR8N3m5KVZegp6GnxJso827qtrNpPq,413442276,413442278.0
2026-04-15T19:00:57.131777+00:00,rpc,300000,1,1,5,0.0,0.0,0.0,0.0,3247.8533333333335,2.5225,237,3,3,1,0,1,1,1327.9999999999745,2.0,confirmed,0,8DnkmKhADifZu88GkvwhsSpcNWciYZiXki4TKKpXsEj9cumUTcG5LVzH3YjWDKqoTqMpVahozKCRmWH4G7YiRQV,413442284,413442286.0
2026-04-15T19:01:00.304280+00:00,rpc,160000,1,1,5,0.0,0.0,0.0,0.0,3247.8533333333335,2.5225,237,3,3,1,0,0,0,1390.9999999999627,4.0,processed,0,46MRjA3Ceqj1emxqCZf3P6wbBNEu9xHnH1T3RsiTu4ij7P1pzzfd3oBzqAPqooCgxWoou3mnL6ah3TSjbbNT22R9,413442292,413442296.0
2026-04-15T19:01:03.625002+00:00,rpc,200000,1,1,5,0.0,0.0,0.0,0.0,3247.8533333333335,2.5225,237,3,3,1,0,1,1,1391.0000000000196,2.0,confirmed,0,4vZtwLvm9vfA7UqwDtgdpTc1cNe6PxWgcMmyLDntBmKqy74AKTU5Dd8pyeC9GQmfXpUP9iJJSqnovutZFFb5SP5Z,413442301,413442303.0
2026-04-15T19:01:06.863587+00:00,rpc,200000,1,1,5,0.0,0.0,0.0,0.0,3247.8533333333335,2.5225,237,3,3,1,0,0,1,1375.0,3.0,confirmed,0,tVkKCPHrQqnGZJBCPhzQWPcgEukPFMW3xU67m97LJZ9P37Wrores1vRHCKj6QaMDHp8j31yZpAPajZ7HdVMUK7t,413442309,413442312.0
2026-04-15T19:01:10.182807+00:00,rpc,200000,1,1,5,0.0,0.0,0.0,0.0,3247.8533333333335,2.5225,237,3,3,1,0,0,0,2078.0000000000314,5.0,confirmed,0,2E9HeEgKw8JEu2Kc9YtMkhCaKpwfkKCxALtz1uhkaTfVMeNPR498GpZeDShy5ABxjsZTWxLho8HKLUfPZbDy7cjp,413442318,413442323.0
2026-04-15T19:01:14.158989+00:00,rpc,300000,1,1,5,0.0,0.0,0.0,0.0,3247.8533333333335,2.5225,237,3,3,1,0,1,1,468.9999999999941,2.0,processed,0,tygb8wjQT882u6j6gxPRHskYY8sLZRyPsWGELxi2hG5aq2Z3bNLVqakiHMWPdCchSRFJXN9EUu3Z1QRhAmQcCX5,413442328,413442330.0
2026-04-15T19:01:16.539484+00:00,rpc,120000,1,1,5,0.0,0.0,0.0,0.0,3247.8533333333335,2.5225,237,3,3,1,0,0,0,2250.0,6.0,processed,0,2T2fgXCx8q86WQXzojXgTCxfxANyCjWKPJ2SVsSLVjJxSLhtZjgU6zgNcGHt6AEXHVeYnJhaPTm5EHZEoMGwTjde,413442334,413442340.0
2026-04-15T19:01:20.704242+00:00,rpc,160000,1,1,5,0.0,0.0,0.0,0.0,3247.8533333333335,2.5225,237,3,3,1,0,0,0,2171.9999999999686,4.0,confirmed,0,25o3a5vDBAaRpjd8TrFYQfeTJhovvqm4yYgaBojkA2b1qSErKsKKWtr1xKNQZNxAxhPBp8aG7SPZUAKq4x4jbHpD,413442344,413442348.0
2026-04-15T19:01:24.772524+00:00,rpc,250000,1,1,5,0.0,0.0,0.0,0.0,3247.8533333333335,2.5225,237,3,3,1,0,1,1,1264.9999999999864,2.0,confirmed,0,SX3zGNQaCzWg7ji3XnW9yexe7BbRotdWLeKBCxS5LtF4thDbAFcsWJbkPsMtJdsJjznaWpFRFA8Raom434jmyHf,413442355,413442357.0
2026-04-15T19:01:27.917297+00:00,rpc,120000,1,1,5,0.0,0.0,0.0,0.0,3247.8533333333335,2.5225,237,3,3,1,0,1,1,1358.9999999999804,2.0,confirmed,0,4pZ3Xtg6oTueQtcT4GcDerMquBvfJC6PJBwZAx19ALEZ4LgBe4fYG6fvb6ZFipp5hUF5xvVJKjCLEnp1txK3ikJW,413442363,413442365.0
2026-04-15T19:01:31.158806+00:00,rpc,300000,1,1,5,0.0,0.0,0.0,0.0,3247.8533333333335,2.5225,237,3,3,1,0,1,1,1390.9999999999627,2.0,confirmed,0,3JATzxXZFqGx23Y2Fm63nct3AskS66JDsQ2mhfTcpFMsTe49k1Z5rmwkroBBzW3QEqJh6tEpUtuyktHEG87riZqo,413442372,413442374.0
2026-04-15T19:01:34.507891+00:00,rpc,300000,1,1,5,0.0,0.0,0.0,0.0,3247.8533333333335,2.5225,237,3,3,1,0,0,1,1329.0000000000077,3.0,confirmed,0,3CRScPhpW7DWYcj9YvbiLC6g9jvWm9rn5fVX66YtUD6B72V9ryjSRe6cxaANAgq1Nck4DSDjkHbM7Zi3gwtR8v1V,413442380,413442383.0
2026-04-15T19:10:34.259439+00:00,rpc,200000,1,1,20,0.0,0.0,0.0,0.0,3323.5825,2.5208333333333335,237,3,3,1,0,0,1,1547.0000000000255,3.0,confirmed,0,gdqfzdvYShgQLm8WFCjgvy3xhKrUDSYRa9WyzvaZNSe4yLhiHjg4e1Q4mhAuRmtdiAyG4aRK1n3uYAr12yrVK4V,413443735,413443738.0
2026-04-15T19:10:37.780493+00:00,rpc,160000,1,1,20,0.0,0.0,0.0,0.0,3323.5825,2.5208333333333335,237,3,3,1,0,1,1,500.0,2.0,processed,0,2PW2HXajpZ6axa98SW1KZwF7sEd6trBeMJ1GFkFwaB5gBDQMZSgJb9E987trS4cyc9skdv8K3PrWVRQ5jnWBci8z,413443744,413443746.0
